UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1000883,No,270.0,Mobile,12705.0,1.0,3,Entertainment,77.0,10252,2,1.0,21,Yes,3,1.0,17.0
1000884,No,247.0,Mobile,4095.0,1.0,3,Medical,60.0,2781,0,0.0,13,No,2,1.0,15.0
1000885,No,300.0,Mobile,3745.0,10.0,3,Entertainment,84.0,6852,7,0.0,12,No,2,1.0,7.0
1000886,No,187.0,Mobile,47460.0,10.0,4,Financial,57.0,4950,0,0.0,14,No,2,0.0,5.0
1000887,No,225.0,Mobile,28076.0,1.0,3,Medical,63.0,3579,0,1.0,21,Yes,1,1.0,12.0
1000888,No,271.0,Mobile,16030.0,26.0,5,Medical,60.0,13191,3,1.0,17,No,3,0.0,20.0
1000889,No,262.0,Mobile,42420.0,1.0,2,Social media,78.0,10377,4,1.0,11,No,2,1.0,16.0
1000890,No,202.0,Mobile,38605.0,14.0,3,Financial,42.0,2235,1,1.0,14,No,4,2.0,9.0
1000891,No,405.0,Mobile,33810.0,1.0,4,Financial,53.0,10502,7,0.0,17,No,1,1.0,33.0
1000892,No,330.0,Mobile,39095.0,1.0,1,Financial,72.0,2011,1,0.0,13,No,4,1.0,10.0
1000893,Yes,271.0,Mobile,17640.0,10.0,3,Medical,96.0,1859,1,1.0,25,Yes,2,0.0,1.0
1000894,No,217.0,Mobile,35350.0,1.0,3,Financial,97.0,3760,1,0.0,15,No,1,3.0,3.0
1000895,No,405.0,Mobile,23975.0,1.0,3,Financial,85.0,17779,3,0.0,14,No,1,0.0,36.0
1000896,No,232.0,Mobile,46620.0,11.0,2,Medical,80.0,6833,1,1.0,12,No,4,0.0,6.0
1000897,No,232.0,Mobile,37170.0,24.0,3,Medical,96.0,6812,1,0.0,19,No,2,0.0,10.0
1000898,No,271.0,Mobile,11410.0,1.0,3,Financial,48.0,5171,5,0.0,17,No,4,0.0,13.0
1000899,No,322.0,Mobile,32200.0,1.0,3,Financial,96.0,19740,3,0.0,14,No,2,1.0,25.0
1000900,No,367.0,Mobile,38430.0,1.0,2,Medical,85.0,18711,2,0.0,13,No,3,1.0,23.0
1000901,No,270.0,Mobile,16415.0,1.0,3,Entertainment,46.0,3692,1,0.0,12,No,3,0.0,12.0
1000902,No,360.0,Mobile,33915.0,1.0,2,Entertainment,76.0,2559,5,0.0,11,No,3,0.0,7.0
1000903,No,202.0,Mobile,40845.0,1.0,2,Financial,76.0,2517,1,0.0,11,No,2,3.0,5.0
1000904,No,217.0,Mobile,28076.0,1.0,3,Financial,82.0,6623,1,1.0,11,No,2,2.0,6.0
1000905,No,360.0,Mobile,25025.0,1.0,3,Financial,76.0,18265,6,0.0,12,No,3,0.0,25.0
1000906,No,217.0,Mobile,24290.0,1.0,3,Financial,87.0,16124,3,0.0,14,No,2,2.0,9.0
1000907,No,255.0,Mobile,46200.0,20.0,3,Entertainment,89.0,2585,0,0.0,17,No,4,0.0,2.0
1000908,No,330.0,Mobile,38465.0,1.0,3,Social media,88.0,18213,7,0.0,11,No,3,1.0,26.0
1000909,No,247.0,Mobile,18760.0,10.0,5,Social media,82.0,8380,0,1.0,14,No,4,2.0,10.0
1000910,No,271.0,Mobile,9275.0,25.0,3,Financial,57.0,2994,1,1.0,12,No,4,0.0,1.0
1000911,No,271.0,Mobile,13055.0,1.0,2,Financial,47.0,1223,1,0.0,22,Yes,4,1.0,1.0
1000912,Yes,187.0,Mobile,20965.0,24.0,1,Financial,73.0,1118,1,1.0,14,No,4,0.0,1.0
1000913,No,195.0,Mobile,20405.0,1.0,2,Financial,53.0,2875,1,0.0,20,Yes,2,0.0,8.0
1000914,Yes,271.0,Mobile,50715.0,1.0,3,Social media,75.0,18824,2,1.0,16,No,1,0.0,26.0
1000915,No,412.0,Mobile,6195.0,1.0,1,Medical,75.0,13577,1,1.0,15,No,4,1.0,34.0
1000916,Yes,157.0,Mobile,8785.0,10.0,2,Financial,45.0,2625,1,0.0,20,Yes,3,0.0,2.0
1000917,No,345.0,Mobile,5880.0,1.0,2,Social media,33.0,18789,2,0.0,14,No,3,1.0,26.0
1000918,No,255.0,Mobile,4585.0,1.0,3,Social media,86.0,4538,0,1.0,12,No,4,0.0,4.0
1000919,No,382.0,Mobile,8295.0,1.0,3,Financial,83.0,19847,4,1.0,24,Yes,1,1.0,31.0
1000920,No,271.0,Mobile,50015.0,18.0,4,Medical,67.0,10512,6,0.0,12,No,4,0.0,25.0
1000921,No,255.0,Mobile,4725.0,19.0,3,Medical,46.0,4444,4,0.0,13,No,3,2.0,15.0
1000922,No,210.0,Mobile,27685.0,1.0,4,Medical,44.0,2154,0,1.0,11,No,3,0.0,5.0
1000923,No,330.0,Mobile,41965.0,1.0,2,Financial,92.0,19190,1,0.0,14,No,4,2.0,26.0
1000924,No,255.0,Mobile,22680.0,11.0,3,Financial,56.0,4490,4,0.0,11,No,4,2.0,14.0
1000925,No,262.0,Mobile,25725.0,1.0,1,Financial,66.0,3506,0,1.0,14,No,4,0.0,4.0
1000926,No,271.0,Mobile,21105.0,1.0,4,Medical,78.0,2372,6,1.0,16,No,4,0.0,18.0
1000927,No,322.0,Mobile,18585.0,1.0,4,Social media,56.0,10231,3,0.0,14,No,4,0.0,23.0
1000928,No,270.0,Mobile,15015.0,1.0,4,Financial,53.0,5410,9,1.0,11,No,4,0.0,18.0
1000929,Yes,330.0,Mobile,21735.0,15.0,3,Medical,73.0,7978,1,0.0,11,No,4,1.0,10.0
1000930,No,210.0,Mobile,6755.0,1.0,3,Financial,52.0,3867,1,1.0,12,No,2,1.0,2.0
1000931,No,382.0,Mobile,33880.0,1.0,2,Medical,40.0,2838,0,0.0,14,No,2,0.0,8.0
1000932,No,225.0,Mobile,30765.0,1.0,2,Medical,72.0,4695,7,1.0,18,No,3,0.0,10.0
1000933,Yes,217.0,Mobile,28210.0,1.0,3,Entertainment,39.0,3339,3,1.0,13,No,1,2.0,10.0
1000934,No,210.0,Mobile,22400.0,1.0,3,Entertainment,84.0,2080,2,0.0,11,No,2,0.0,5.0
1000935,No,187.0,Mobile,9310.0,1.0,3,Medical,40.0,2096,1,0.0,18,No,4,0.0,2.0
1000936,No,240.0,Mobile,21140.0,1.0,3,Beach,56.0,6209,1,0.0,15,No,3,2.0,10.0
1000937,No,271.0,Mobile,12740.0,25.0,3,Medical,83.0,18061,3,0.0,22,Yes,3,0.0,22.0
1000938,No,292.0,Mobile,14420.0,13.0,4,Medical,75.0,17123,6,1.0,13,No,4,2.0,21.0
1000939,No,435.0,Mobile,29680.0,23.0,4,Financial,75.0,2372,1,0.0,12,No,4,2.0,2.0
1000940,Yes,240.0,Mobile,38115.0,1.0,2,Financial,79.0,4883,1,0.0,18,No,1,1.0,10.0
1000941,Yes,292.0,Mobile,28076.0,23.0,3,Medical,93.0,3904,0,0.0,13,No,1,0.0,6.0
1000942,No,225.0,Mobile,39830.0,1.0,3,Entertainment,48.0,4627,0,0.0,12,No,1,1.0,10.0
1000943,No,270.0,Mobile,11375.0,10.0,4,Entertainment,63.0,7094,3,0.0,12,No,1,0.0,10.0
1000944,No,345.0,Mobile,34685.0,1.0,2,Financial,44.0,3423,6,0.0,12,No,3,0.0,10.0
1000945,No,210.0,Mobile,51660.0,1.0,3,Financial,55.0,6674,0,0.0,11,No,1,3.0,10.0
1000946,No,375.0,Mobile,46270.0,28.0,3,Financial,43.0,16880,4,1.0,11,No,2,0.0,25.0
1000947,Yes,300.0,Mobile,10465.0,25.0,4,Social media,57.0,9094,2,1.0,12,No,3,0.0,9.0
1000948,Yes,271.0,Mobile,36050.0,1.0,3,Financial,64.0,8446,9,1.0,19,No,3,0.0,10.0
1000949,No,225.0,Mobile,22190.0,17.0,4,Medical,95.0,11916,1,1.0,23,Yes,4,2.0,9.0
1000950,No,292.0,Mobile,18340.0,18.0,2,Financial,32.0,4534,0,0.0,11,No,1,0.0,9.0
1000951,No,232.0,Mobile,20545.0,1.0,4,Financial,57.0,9852,1,1.0,19,No,1,1.0,10.0
1000952,No,307.0,Mobile,8960.0,10.0,2,Medical,40.0,6151,1,0.0,13,No,1,0.0,19.0
1000953,Yes,232.0,Mobile,37100.0,1.0,3,Financial,54.0,2302,1,1.0,11,No,1,0.0,3.0
1000954,Yes,330.0,Mobile,28076.0,1.0,3,Financial,89.0,2362,4,0.0,12,No,3,0.0,10.0
1000955,No,271.0,Mobile,17325.0,1.0,1,Financial,37.0,17861,0,1.0,13,No,4,0.0,21.0
1000956,No,412.0,Mobile,9870.0,1.0,2,Medical,58.0,19187,4,0.0,14,No,4,1.0,23.0
1000957,No,271.0,Mobile,7210.0,1.0,4,Financial,99.0,19717,6,0.0,14,No,1,0.0,36.0
1000958,No,300.0,Mobile,16030.0,16.0,2,Financial,74.0,3544,9,0.0,16,No,2,1.0,6.0
1000959,No,255.0,Mobile,33005.0,1.0,3,Financial,86.0,8500,0,0.0,11,No,4,1.0,10.0
1000960,No,300.0,Mobile,18305.0,1.0,3,Financial,98.0,4661,1,0.0,13,No,3,0.0,9.0
1000961,No,307.0,Mobile,35630.0,1.0,3,Social media,66.0,4103,0,0.0,17,No,4,1.0,10.0
1000962,No,262.0,Mobile,16870.0,1.0,4,Financial,87.0,4249,1,1.0,11,No,2,0.0,9.0
1000963,No,382.0,Mobile,26950.0,1.0,3,Financial,84.0,14026,1,1.0,11,No,2,1.0,33.0
1000964,No,285.0,Mobile,35315.0,1.0,2,Financial,31.0,6893,3,0.0,15,No,4,1.0,11.0
1000965,No,255.0,Mobile,17745.0,15.0,2,Medical,66.0,6125,1,0.0,12,No,4,0.0,10.0
1000966,No,187.0,Mobile,30870.0,19.0,1,Medical,67.0,3669,3,0.0,11,No,3,3.0,7.0
1000967,Yes,435.0,Mobile,21035.0,1.0,4,Medical,53.0,10008,7,1.0,14,No,4,0.0,31.0
1000968,No,300.0,Mobile,11515.0,1.0,4,Financial,88.0,2387,3,0.0,22,Yes,3,1.0,7.0
1000969,No,270.0,Mobile,21245.0,1.0,3,Social media,83.0,4639,2,0.0,16,No,4,1.0,17.0
1000970,No,360.0,Mobile,29925.0,1.0,3,Financial,54.0,7898,1,0.0,11,No,3,0.0,11.0
1000971,No,202.0,Mobile,45185.0,11.0,3,Medical,98.0,2534,8,0.0,14,No,2,1.0,5.0
1000972,No,382.0,Mobile,49175.0,11.0,2,OTT,82.0,13142,3,0.0,16,No,2,0.0,29.0
1000973,No,271.0,Mobile,39340.0,1.0,3,Financial,97.0,1611,1,0.0,15,No,3,0.0,0.0
1000974,No,262.0,Mobile,28595.0,1.0,3,Medical,60.0,5363,0,0.0,12,No,2,1.0,10.0
1000975,No,202.0,Mobile,27755.0,1.0,1,Financial,43.0,5071,3,0.0,20,Yes,2,0.0,8.0
1000976,Yes,412.0,Mobile,9345.0,4.0,4,Social media,85.0,13695,6,1.0,17,No,3,0.0,24.0
1000977,No,271.0,Mobile,28076.0,23.0,3,Financial,68.0,13402,4,1.0,12,No,1,1.0,33.0
1000978,No,255.0,Mobile,34965.0,4.0,1,Entertainment,92.0,2029,1,0.0,20,Yes,3,3.0,5.0
1000979,No,300.0,Mobile,42070.0,1.0,1,Medical,89.0,6377,5,0.0,20,Yes,2,3.0,15.0
1000980,No,255.0,Mobile,28076.0,29.0,3,Medical,86.0,5429,4,0.0,13,No,1,2.0,10.0
1000981,Yes,232.0,Mobile,24605.0,1.0,3,Financial,90.0,2785,7,0.0,14,No,3,0.0,3.0
1000982,Yes,262.0,Mobile,28076.0,18.0,4,Social media,67.0,4614,0,1.0,18,No,3,1.0,5.0
1000983,No,285.0,Mobile,24255.0,1.0,3,Financial,57.0,2610,1,0.0,11,No,4,3.0,4.0
1000984,No,255.0,Mobile,14140.0,1.0,4,Entertainment,98.0,6687,1,0.0,11,No,4,0.0,14.0
1000985,No,210.0,Mobile,25760.0,26.0,3,Financial,48.0,4724,1,0.0,11,No,3,1.0,5.0
1000986,Yes,232.0,Mobile,11550.0,22.0,4,Medical,75.0,6179,1,1.0,15,No,4,2.0,10.0
1000987,No,292.0,Mobile,252430.0,21.0,4,Financial,75.0,6120,3,1.0,12,No,4,2.0,8.0
1000988,No,382.0,Mobile,18935.0,1.0,3,Social media,52.0,10596,2,0.0,11,No,2,0.0,14.0
1000989,No,307.0,Mobile,42000.0,22.0,3,Financial,75.0,5467,3,1.0,14,No,1,2.0,12.0
1000990,No,277.0,Mobile,50365.0,1.0,1,Financial,54.0,2996,7,1.0,15,No,4,0.0,8.0
1000991,No,247.0,Mobile,38885.0,1.0,1,Financial,61.0,9998,6,0.0,13,No,1,0.0,8.0
1000992,No,240.0,Mobile,17465.0,1.0,1,Social media,36.0,4078,0,1.0,13,No,1,3.0,4.0
1000993,No,292.0,Mobile,51975.0,25.0,2,Financial,71.0,10920,3,0.0,21,Yes,2,1.0,13.0
1000994,No,187.0,Mobile,48020.0,18.0,1,Financial,93.0,6232,2,0.0,11,No,2,0.0,6.0
1000995,No,271.0,Mobile,28076.0,28.0,2,Medical,59.0,13247,2,1.0,11,No,2,1.0,24.0
1000996,No,322.0,Mobile,32550.0,1.0,3,Medical,73.0,4081,1,1.0,14,No,1,0.0,20.0
1000997,No,202.0,Mobile,7175.0,10.0,3,Social media,98.0,5769,1,1.0,11,No,4,0.0,6.0
1000998,Yes,202.0,Mobile,4725.0,17.0,4,Financial,51.0,2394,1,1.0,13,No,4,0.0,8.0
1000999,No,195.0,Mobile,23905.0,1.0,1,Medical,36.0,3904,0,0.0,12,No,4,0.0,5.0
1001000,No,271.0,Mobile,40145.0,10.0,3,Tour and Travel,31.0,16799,0,0.0,14,No,3,1.0,21.0
1001001,No,271.0,Mobile,9030.0,1.0,4,Other,54.0,2950,9,0.0,13,No,3,0.0,12.0
1001002,No,277.0,Mobile,51170.0,11.0,3,Medical,94.0,3629,4,0.0,18,No,1,0.0,8.0
1001003,No,262.0,Mobile,7000.0,18.0,2,Financial,60.0,9362,2,0.0,11,No,3,0.0,10.0
1001004,No,187.0,Mobile,33215.0,1.0,3,Entertainment,81.0,3229,4,0.0,11,No,2,1.0,7.0
1001005,No,195.0,Mobile,22820.0,1.0,3,Other,100.0,3578,0,0.0,12,No,4,0.0,8.0
1001006,No,217.0,Mobile,11620.0,17.0,3,Other,51.0,7988,1,0.0,13,No,1,0.0,10.0
1001007,Yes,367.0,Mobile,51625.0,28.0,2,Financial,97.0,4284,3,0.0,20,Yes,1,0.0,20.0
1001008,Yes,217.0,Mobile,11795.0,14.0,1,Other,84.0,7553,0,1.0,12,No,1,0.0,9.0
1001009,No,405.0,Mobile,33985.0,1.0,3,Medical,54.0,17328,6,0.0,19,No,4,0.0,29.0
1001010,No,435.0,Mobile,36925.0,1.0,3,Medical,75.0,19701,3,1.0,21,Yes,3,1.0,32.0
1001011,No,412.0,Mobile,39760.0,1.0,4,Medical,75.0,14732,2,0.0,13,No,4,2.0,31.0
1001012,No,270.0,Mobile,28076.0,1.0,4,Social media,99.0,9278,3,1.0,16,No,4,0.0,15.0
1001013,Yes,232.0,Mobile,28076.0,1.0,4,Financial,50.0,1359,1,0.0,12,No,2,0.0,1.0
1001014,No,225.0,Mobile,29925.0,1.0,4,Social media,73.0,4779,7,0.0,14,No,2,2.0,8.0
1001015,No,232.0,Mobile,6370.0,1.0,5,Financial,93.0,16422,3,0.0,11,No,3,0.0,9.0
1001016,No,255.0,Mobile,19600.0,1.0,4,Other,91.0,2996,5,0.0,14,No,3,2.0,10.0
1001017,Yes,232.0,Mobile,7070.0,1.0,3,Financial,34.0,1261,1,0.0,12,No,3,0.0,1.0
1001018,No,202.0,Mobile,48195.0,11.0,1,Financial,91.0,2099,0,0.0,14,No,2,0.0,6.0
1001019,No,270.0,Mobile,6020.0,1.0,4,Financial,37.0,5810,1,0.0,16,No,3,0.0,10.0
1001020,No,270.0,Mobile,11515.0,16.0,4,Social media,98.0,5647,4,0.0,13,No,1,2.0,11.0
1001021,No,352.0,Mobile,16275.0,1.0,3,Entertainment,74.0,3420,7,0.0,12,No,3,1.0,17.0
1001022,Yes,187.0,Mobile,13405.0,1.0,2,Financial,68.0,4400,3,0.0,12,No,1,0.0,6.0
1001023,No,277.0,Mobile,28076.0,1.0,2,Entertainment,84.0,3500,0,0.0,14,No,1,0.0,7.0
1001024,No,271.0,Mobile,43925.0,1.0,2,Financial,90.0,2066,2,0.0,22,Yes,4,1.0,5.0
1001025,No,352.0,Mobile,28076.0,1.0,4,Medical,82.0,17169,3,0.0,19,No,2,2.0,26.0
1001026,No,180.0,Mobile,51660.0,1.0,1,Medical,42.0,4162,1,1.0,12,No,3,2.0,5.0
1001027,No,240.0,Mobile,21035.0,1.0,5,Social media,97.0,9204,4,0.0,12,No,3,1.0,7.0
1001028,No,255.0,Mobile,14035.0,1.0,3,Financial,86.0,3294,5,0.0,17,No,1,1.0,7.0
1001029,No,307.0,Mobile,44905.0,1.0,5,Medical,90.0,2127,2,1.0,12,No,1,0.0,7.0
1001030,No,300.0,Mobile,23205.0,1.0,4,Other,81.0,3975,3,0.0,11,No,3,2.0,11.0
1001031,No,232.0,Mobile,11410.0,1.0,2,Financial,31.0,10793,1,0.0,18,No,1,1.0,13.0
1001032,Yes,345.0,Mobile,13195.0,1.0,3,Beach,52.0,10096,4,0.0,11,No,1,1.0,28.0
1001033,Yes,292.0,Mobile,20720.0,1.0,3,Financial,54.0,3646,2,0.0,23,Yes,2,0.0,11.0
1001034,Yes,232.0,Mobile,50575.0,1.0,5,Financial,75.0,7446,1,0.0,11,No,1,0.0,10.0
1001035,No,271.0,Mobile,36330.0,20.0,3,Medical,75.0,10851,2,1.0,18,No,2,1.0,24.0
1001036,No,232.0,Mobile,48930.0,1.0,2,Medical,96.0,2109,9,0.0,18,No,4,0.0,8.0
1001037,Yes,232.0,Mobile,18305.0,1.0,3,Financial,94.0,3722,6,1.0,13,No,3,1.0,7.0
1001038,No,271.0,Mobile,50680.0,29.0,3,Entertainment,55.0,9380,4,1.0,18,No,4,2.0,10.0
1001039,No,360.0,Mobile,42735.0,1.0,3,Social media,96.0,5486,4,0.0,11,No,1,3.0,15.0
1001040,Yes,255.0,Mobile,38745.0,1.0,4,Entertainment,52.0,2742,1,0.0,15,No,4,0.0,2.0
1001041,No,300.0,Mobile,7630.0,1.0,1,Medical,55.0,13757,2,0.0,11,No,3,1.0,16.0
1001042,No,210.0,Mobile,30310.0,1.0,3,Medical,84.0,8463,0,0.0,18,No,4,0.0,6.0
1001043,No,330.0,Mobile,34335.0,1.0,3,Financial,90.0,3162,3,0.0,14,No,4,0.0,7.0
1001044,No,397.0,Mobile,15645.0,1.0,3,Medical,39.0,16598,4,0.0,12,No,2,0.0,35.0
1001045,No,367.0,Mobile,52325.0,1.0,4,Entertainment,96.0,6651,2,0.0,14,No,2,1.0,20.0
1001046,No,300.0,Mobile,31360.0,1.0,3,Medical,68.0,2345,2,0.0,14,No,3,1.0,8.0
1001047,No,330.0,Mobile,51345.0,20.0,3,Financial,49.0,3420,1,0.0,13,No,3,0.0,6.0
1001048,No,247.0,Mobile,15050.0,1.0,3,Medical,54.0,4373,0,0.0,14,No,1,2.0,5.0
1001049,No,255.0,Mobile,46410.0,1.0,3,Other,81.0,4759,3,0.0,18,No,4,0.0,15.0
1001050,No,225.0,Mobile,28076.0,16.0,1,Financial,96.0,5301,8,0.0,15,No,3,2.0,4.0
1001051,No,271.0,Mobile,26180.0,1.0,2,Medical,74.0,3673,1,0.0,13,No,3,0.0,12.0
1001052,No,330.0,Mobile,13405.0,1.0,5,Social media,79.0,4768,7,0.0,12,No,3,1.0,11.0
1001053,No,225.0,Mobile,34650.0,1.0,3,Entertainment,64.0,1274,1,0.0,13,No,2,2.0,1.0
1001054,No,427.0,Mobile,14175.0,1.0,2,Financial,93.0,4900,0,0.0,24,Yes,1,1.0,13.0
1001055,No,367.0,Mobile,52150.0,1.0,4,Financial,35.0,10466,3,0.0,14,No,2,2.0,29.0
1001056,No,255.0,Mobile,29015.0,15.0,3,Medical,71.0,17007,7,0.0,14,No,4,2.0,16.0
1001057,Yes,210.0,Mobile,52360.0,1.0,3,Entertainment,92.0,2909,3,0.0,15,No,4,1.0,5.0
1001058,Yes,217.0,Mobile,28076.0,13.0,3,Entertainment,51.0,5765,5,0.0,11,No,1,0.0,7.0
1001059,Yes,255.0,Mobile,27650.0,24.0,4,Medical,40.0,4599,0,1.0,23,Yes,3,0.0,16.0
1001060,No,262.0,Mobile,23100.0,1.0,1,Financial,76.0,2404,1,0.0,13,No,1,1.0,1.0
1001061,Yes,180.0,Mobile,13335.0,1.0,3,Medical,89.0,3172,2,1.0,11,No,3,0.0,4.0
1001062,No,180.0,Mobile,29050.0,13.0,2,Financial,78.0,2033,1,0.0,13,No,3,1.0,1.0
1001063,No,330.0,Mobile,41755.0,1.0,1,Medical,86.0,10209,5,1.0,18,No,2,0.0,16.0
1001064,No,217.0,Mobile,43610.0,19.0,3,Financial,77.0,8620,1,0.0,14,No,3,2.0,10.0
1001065,No,225.0,Mobile,11550.0,1.0,3,Financial,46.0,2064,0,0.0,21,Yes,1,1.0,6.0
1001066,No,412.0,Mobile,28076.0,1.0,4,Financial,3.0,4035,0,1.0,16,No,2,0.0,4.0
1001067,No,247.0,Mobile,38465.0,1.0,4,Medical,82.0,3838,8,0.0,11,No,4,0.0,8.0
1001068,No,352.0,Mobile,19985.0,14.0,3,Medical,78.0,4591,3,1.0,17,No,3,1.0,11.0
1001069,Yes,210.0,Mobile,10115.0,1.0,2,Medical,38.0,2561,7,0.0,11,No,3,0.0,8.0
1001070,No,210.0,Mobile,49805.0,1.0,3,Financial,72.0,1563,1,0.0,14,No,4,1.0,1.0
1001071,No,210.0,Mobile,16345.0,1.0,3,Financial,55.0,4898,0,0.0,14,No,4,0.0,5.0
1001072,No,367.0,Mobile,9485.0,1.0,2,Medical,43.0,4789,4,0.0,25,Yes,1,1.0,10.0
1001073,No,217.0,Mobile,14350.0,1.0,1,Financial,97.0,3180,0,0.0,13,No,3,3.0,4.0
1001074,No,210.0,Mobile,37905.0,29.0,1,Financial,96.0,6549,1,0.0,14,No,2,2.0,8.0
1001075,No,247.0,Mobile,18060.0,1.0,5,Financial,69.0,6388,2,1.0,17,No,1,0.0,14.0
1001076,No,240.0,Mobile,17325.0,10.0,3,Medical,64.0,11244,2,0.0,25,Yes,2,0.0,10.0
1001077,No,405.0,Mobile,36750.0,11.0,4,Medical,87.0,16032,3,0.0,20,Yes,1,1.0,26.0
1001078,Yes,217.0,Mobile,7840.0,1.0,4,Entertainment,100.0,2362,6,0.0,13,No,3,0.0,11.0
1001079,No,330.0,Mobile,4760.0,28.0,3,Financial,32.0,16328,3,0.0,13,No,3,1.0,24.0
1001080,No,292.0,Mobile,38115.0,1.0,3,Financial,32.0,8376,4,0.0,18,No,4,0.0,9.0
1001081,No,345.0,Mobile,7980.0,1.0,3,Financial,51.0,16606,8,0.0,12,No,4,1.0,23.0
1001082,No,262.0,Mobile,28076.0,16.0,3,Financial,91.0,8606,1,0.0,19,No,4,0.0,11.0
1001083,No,271.0,Mobile,17745.0,20.0,1,Financial,97.0,2272,0,0.0,14,No,2,0.0,5.0
1001084,Yes,300.0,Mobile,23660.0,1.0,4,Financial,86.0,2018,3,0.0,14,No,2,0.0,15.0
1001085,No,255.0,Mobile,33985.0,1.0,3,Entertainment,64.0,7083,1,1.0,14,No,4,0.0,10.0
1001086,Yes,232.0,Mobile,19635.0,1.0,3,Financial,33.0,4084,1,0.0,12,No,1,0.0,7.0
1001087,No,375.0,Mobile,11655.0,22.0,5,Medical,88.0,14411,1,1.0,13,No,4,0.0,32.0
1001088,No,255.0,Mobile,50400.0,1.0,2,Entertainment,55.0,2308,0,1.0,25,Yes,2,1.0,12.0
1001089,No,271.0,Mobile,42350.0,1.0,3,Medical,68.0,4841,4,0.0,14,No,2,1.0,4.0
1001090,No,277.0,Mobile,23590.0,13.0,3,Medical,47.0,4285,1,0.0,17,No,1,0.0,10.0
1001091,No,217.0,Mobile,15435.0,1.0,1,Other,39.0,9715,3,0.0,13,No,3,1.0,9.0
1001092,No,247.0,Mobile,20125.0,25.0,3,Financial,44.0,4320,1,0.0,13,No,4,0.0,5.0
1001093,No,271.0,Mobile,33250.0,28.0,3,Entertainment,97.0,2132,4,0.0,20,Yes,4,1.0,8.0
1001094,No,271.0,Mobile,10080.0,1.0,3,Financial,40.0,10124,2,1.0,14,No,3,1.0,24.0
1001095,No,300.0,Mobile,46970.0,1.0,2,Medical,47.0,5473,0,0.0,12,No,4,0.0,9.0
1001096,No,247.0,Mobile,20615.0,28.0,4,Financial,79.0,5207,1,1.0,12,No,2,1.0,15.0
1001097,No,300.0,Mobile,31430.0,1.0,2,Medical,38.0,16437,1,1.0,21,Yes,4,0.0,21.0
1001098,No,180.0,Mobile,12250.0,21.0,2,Entertainment,57.0,2296,0,0.0,14,No,2,3.0,2.0
1001099,No,300.0,Mobile,39970.0,1.0,2,Financial,72.0,4069,3,1.0,18,No,3,0.0,8.0
1001100,No,271.0,Mobile,18830.0,1.0,4,Entertainment,66.0,7441,1,0.0,12,No,1,3.0,10.0
1001101,No,262.0,Mobile,49070.0,28.0,4,Financial,98.0,2430,0,0.0,23,Yes,1,2.0,6.0
1001102,No,240.0,Mobile,28840.0,1.0,2,Financial,67.0,5878,3,0.0,12,No,1,1.0,12.0
1001103,No,270.0,Mobile,40495.0,1.0,4,Financial,70.0,2644,3,1.0,21,Yes,4,0.0,7.0
1001104,No,360.0,Mobile,17220.0,16.0,4,Financial,96.0,6439,8,0.0,14,No,3,1.0,18.0
1001105,No,217.0,Mobile,20930.0,1.0,3,Financial,91.0,2451,6,0.0,18,No,1,2.0,5.0
1001106,No,247.0,Mobile,43470.0,1.0,4,Financial,46.0,6392,2,0.0,13,No,4,1.0,8.0
1001107,Yes,225.0,Mobile,25900.0,1.0,3,Financial,64.0,9714,1,0.0,11,No,4,1.0,10.0
1001108,No,285.0,Mobile,31080.0,10.0,4,Tour and Travel,71.0,6077,3,0.0,11,No,3,0.0,10.0
1001109,No,262.0,Mobile,34720.0,1.0,3,Medical,68.0,2450,1,0.0,19,No,2,0.0,3.0
1001110,No,225.0,Mobile,45080.0,29.0,4,Entertainment,33.0,9250,3,0.0,12,No,2,1.0,9.0
1001111,Yes,262.0,Mobile,3640.0,1.0,3,Financial,69.0,2074,1,1.0,12,No,4,1.0,1.0
1001112,Yes,397.0,Mobile,21245.0,1.0,5,Entertainment,78.0,10169,0,0.0,16,No,2,1.0,34.0
1001113,Yes,285.0,Mobile,31605.0,1.0,3,Medical,81.0,4855,4,0.0,11,No,1,2.0,7.0
1001114,No,240.0,Mobile,42000.0,1.0,4,Entertainment,62.0,4087,4,0.0,14,No,2,1.0,9.0
1001115,No,360.0,Mobile,38780.0,15.0,4,Other,65.0,2367,8,0.0,12,No,4,1.0,10.0
1001116,No,255.0,Mobile,16765.0,1.0,4,Medical,35.0,2972,1,0.0,13,No,3,0.0,1.0
1001117,No,412.0,Mobile,23975.0,26.0,5,Social media,60.0,19586,1,0.0,21,Yes,3,1.0,36.0
1001118,No,255.0,Mobile,28076.0,1.0,4,Financial,45.0,5484,9,0.0,17,No,2,1.0,9.0
1001119,No,195.0,Mobile,16590.0,1.0,3,Financial,89.0,2061,1,0.0,21,Yes,1,0.0,1.0
1001120,No,285.0,Mobile,43575.0,14.0,3,Financial,80.0,9924,0,0.0,11,No,4,1.0,10.0
